Gene_acc,Gene_id,BSF1,BSF2,PCF1,PCF2,Desc
1914,Tb427_100162300,756,771,2567,2883,RNA polymerase Rpb3/Rpb11 dimerisation domain/RNA polymerase Rpb3/RpoA insert domain containing protein  putative
1915,Tb427_000819100,103,89,85,75,hypothetical protein  conserved
1916,Tb427_090016500,1055,1079,1295,1472,IGP family C-type lectin domain containing protein  putative
1917,Tb427_090017300,1892,1875,2435,2820,IGP family C-type lectin domain containing protein  putative
1918,Tb427_090052000,2567,1993,8345,9021,Ribosomal protein L37e  putative
1919,Tb427_080026000,436,397,1399,1596,hypothetical protein  conserved
1920,Tb427_000816300,178,181,147,152,hypothetical protein  conserved
1921,Tb427_110189200,1191,1174,3795,4004,ABC transporter transmembrane region/ABC transporter  putative
1922,Tb427_110035000,2924,1964,9494,9996,Ribosomal protein L37e  putative
1923,Tb427_010008400,2062,2221,5651,6150,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase/Histidine kinase-  DNA gyrase B-  and HSP90-like ATPase  putative
1924,Tb427_000781400,43,48,50,40,Protein of unknown function (DUF1181)  putative
1925,Tb427_050043700,459,433,1443,1548,hypothetical protein  conserved
1926,Tb427_050050500,1332,1417,4263,4583,Prolyl oligopeptidase  N-terminal beta-propeller domain/Prolyl oligopeptidase family  putative
1927,Tb427_000728800,96,117,213,220,hypothetical protein
1928,Tb427_060015100,815,855,1846,1937,hypothetical protein  conserved
1929,Tb427_100019700,650,622,1909,2108,hypothetical protein  conserved
1930,Tb427_100163700,516,527,1719,1823,hypothetical protein  conserved
1931,Tb427_070078700,1209,1330,4262,4317,hypothetical protein  conserved
1932,Tb427_000700500,21,39,36,39,hypothetical protein  conserved
1933,Tb427_090038600,370,402,1303,1457,hypothetical protein  conserved
1934,Tb427_000799800,119,95,139,96,hypothetical protein  conserved
1935,Tb427_050037100,628,661,2044,2191,hypothetical protein  conserved
1936,Tb427_060028200,542,568,1969,2197,AdoMet dependent proline di-methyltransferase/Methyltransferase domain containing protein  putative
1937,Tb427_020016100,1529,1616,1811,1899,hypothetical protein  conserved
1938,Tb427_070085400,791,801,661,715,RNA polymerase Rpb2  domain 4  putative
1939,Tb427_100054200,3383,3451,10828,10752,Elongation factor Tu GTP binding domain/Elongation Factor G  domain II/Elongation factor G  domain IV/Elongation factor G C-terminus  putative
1940,Tb427_050030100,1266,1216,3831,4022,alpha/beta hydrolase fold/Alpha/beta hydrolase family/Serine aminopeptidase  S33/Ndr family  putative
1941,Tb427_100052900,1193,1362,6329,5977,hypothetical protein  conserved
1942,Tb427_110035700,1875,1838,7353,8115,Histone-binding protein RBBP4 or subunit C of CAF1 complex  putative
1943,Tb427_000678800,200,217,120,138,Retrotransposon hot spot protein  putative
1944,Tb427_110020700,934,856,3014,3057,TatD related DNase  putative
1945,Tb427_000763900,170,145,191,204,Retrotransposon hot spot protein  putative
1946,Tb427_090071400,3685,3857,13643,15622,Cys/Met metabolism PLP-dependent enzyme/DegT/DnrJ/EryC1/StrS aminotransferase family/Beta-eliminating lyase/Aminotransferase class I and II/Aminotransferase class-V  putative
1947,Tb427_000643700,32,35,26,35,hypothetical protein
1948,Tb427_050047800,655,671,1901,2099,WD domain  G-beta repeat  putative
1949,Tb427_090007200,411,433,1452,1650,hypothetical protein  conserved
1950,Tb427_100121700,57,81,202,270,unspecified product
1951,Tb427_000630500,190,203,263,271,Retrotransposon hot spot protein  putative
1952,Tb427_100149400,878,921,2671,3079,hypothetical protein  conserved
1953,Tb427_090013800,1059,1009,3454,3638,Methyltransferase domain containing protein  putative
1954,Tb427_110087600,1520,1623,3632,3823,SNF2 family N-terminal domain/Zinc finger  C3HC4 type (RING finger)/Helicase conserved C-terminal domain containing protein  putative
1955,Tb427_000378500,70,68,26,24,Retrotransposon hot spot protein  putative
1956,Tb427_050026600,774,831,1995,2176,hypothetical protein  conserved
1957,Tb427_100140200,695,789,2496,2574,RNA polymerase Rpb5  C-terminal domain containing protein  putative
1958,Tb427_060023300,1258,1263,4436,4786,Bystin  putative
1959,Tb427_000795800,89,105,102,111,Retrotransposon hot spot protein  putative
1960,Tb427_000222200,1128,1269,1384,1607,Retrotransposon hot spot protein  putative
1961,Tb427_070081900,3862,3704,16716,17239,ATP synthase alpha/beta family  nucleotide-binding domain/ATP synthase alpha/beta chain  C terminal domain containing protein  putative
1962,Tb427_100106400,590,683,1705,1946,hypothetical protein  conserved
1963,Tb427_110012000,61,69,84,85,hypothetical protein
1964,Tb427_110115300,26,41,39,45,unspecified product
1965,Tb427_110131000,1052,1027,3466,3750,Kelch motif/Galactose oxidase  central domain containing protein  putative
1966,Tb427_000778200,467,419,294,318,hypothetical protein  conserved
1967,Tb427_000197400,341,347,580,729,hypothetical protein  conserved
1968,Tb427_000020900,68,57,17,17,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
1969,Tb427_040021300,886,888,3048,3333,Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome  putative
1970,Tb427_020028300,304,348,479,476,IGP family C-type lectin domain containing protein  putative
1971,Tb427_010021000,49,46,72,71,hypothetical protein  conserved
1972,Tb427_110085400,112,94,107,114,hypothetical protein  conserved
1973,Tb427_050021400,1165,1065,3794,3901,Type III restriction enzyme  res subunit/DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative
1974,Tb427_090033500,815,894,2374,2518,NLI interacting factor-like phosphatase  putative
1975,Tb427_110084700,330,321,634,709,Tctex-1 family  putative
1976,Tb427_110157800,7954,7810,38480,41374,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
1977,Tb427_050035800,3190,3322,13338,14118,hypothetical protein  conserved
1978,Tb427_060033500,1676,1738,4638,4893,Rio2  N-terminal/RIO1 family/Phosphotransferase enzyme family  putative
1979,Tb427_010016800,1539,1317,5228,5339,Domain of unknown function (DUF1935)  putative
1980,Tb427_060050700,1395,1425,2692,2776,hypothetical protein  conserved
1981,Tb427_000673900,70,64,59,50,Retrotransposon hot spot protein  putative
1982,Tb427_000818200,1249,1234,1541,1621,Retrotransposon hot spot protein  putative
1983,Tb427_000781300,690,604,609,614,hypothetical protein  conserved
1984,Tb427_000807100,72,82,77,73,hypothetical protein  conserved
1985,Tb427_100020400,974,1025,3004,3140,DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative
1986,Tb427_060022500,74,96,203,213,unspecified product
1987,Tb427_000769200,176,165,195,231,hypothetical protein  conserved
1988,Tb427_110005900,358,372,1186,1227,RNA polymerase Rpb6  putative
1989,Tb427_110154200,706,757,2574,2878,Cytochrome b5-like Heme/Steroid binding domain containing protein  putative
1990,Tb427_000287500,135,121,80,110,Retrotransposon hot spot protein  putative
1991,Tb427_110134000,1592,1603,5857,6216,hypothetical protein  conserved
1992,Tb427_110163100,419,420,752,825,hypothetical protein  conserved
1993,Tb427_100128700,893,944,2605,2736,Ubiquitin family  putative
1994,Tb427_060034000,1037,1041,2311,2566,S1/P1 Nuclease  putative
1995,Tb427_100022800,1234,1337,4262,4575,hypothetical protein  conserved
1996,Tb427_100169500,276,289,691,716,hypothetical protein  conserved
1997,Tb427_100170300,403,375,974,1051,Eukaryotic initiation factor 4E  putative
1998,Tb427_100090600,418,461,930,912,hypothetical protein  conserved
1999,Tb427_030009500,1450,1482,5694,6263,NAD binding domain of 6-phosphogluconate dehydrogenase/NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase  putative
2000,Tb427_030052100,534,578,1442,1596,hypothetical protein  conserved
2001,Tb427_030006300,626,619,1656,1765,hypothetical protein  conserved
2002,Tb427_020023900,652,671,2161,2193,Ribosomal protein L11  N-terminal domain/Ribosomal protein L11  RNA binding domain containing protein  putative
2003,Tb427_090080700,381,399,1176,1397,Eukaryotic protein of unknown function (DUF1764)  putative
2004,Tb427_100050500,2482,2454,9194,10209,RNA polymerase I-associated factor PAF67  putative
2005,Tb427_100156700,3126,3196,13116,14753,Mitochondrial carrier protein  putative
2006,Tb427_090068100,842,868,3283,3513,hypothetical protein  conserved
2007,Tb427_110098500,2481,2585,7981,8863,AARP2CN (NUC121) domain/40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal  putative
2008,Tb427_110175700,399,418,574,532,hypothetical protein  conserved
2009,Tb427_110034400,699,825,2449,2665,hypothetical protein  conserved
2010,Tb427_000712700,1800,1919,3796,3802,Retrotransposon hot spot protein  putative
2011,Tb427_000285100,122,124,174,202,Protein of unknown function (DUF1181)  putative
2012,Tb427_110018600,1093,1117,3448,3891,hypothetical protein  conserved
2013,Tb427_070016500,1038,1027,2052,2354,hypothetical protein  conserved
2014,Tb427_090006600,1339,1282,3232,3443,D-ala D-ala ligase C-terminus/SET domain containing protein  putative
2015,Tb427_050041300,881,979,2762,2976,hypothetical protein  conserved
2016,Tb427_100117300,1993,1895,6879,7009,MutS domain III/MutS family domain IV/MutS domain V  putative
2017,Tb427_090039500,523,540,1609,1827,KH domain containing protein  putative
2018,Tb427_100168800,916,942,4556,5039,hypothetical protein  conserved
2019,Tb427_050043300,487,476,1202,1337,GPI-GlcNAc transferase complex  PIG-H component  putative
2020,Tb427_090087800,635,607,2205,2234,Eukaryotic rRNA processing protein EBP2  putative
2021,Tb427_090027200,154,185,681,818,hypothetical protein  conserved
2022,Tb427_000285900,369,373,556,593,hypothetical protein
2023,Tb427_090081000,2680,2598,9684,10446,hypothetical protein  conserved
2024,Tb427_050031700,2052,2045,6232,6917,Domain of unknown function (DUF1726)/Helicase/GNAT acetyltransferase 2/Possible tRNA binding domain containing protein  putative
2025,Tb427_100121500,55,80,213,233,unspecified product
2026,Tb427_100053700,93,84,147,176,hypothetical protein  conserved
2027,Tb427_070059700,907,973,2695,3054,hypothetical protein  conserved
2028,Tb427_050009000,1695,1509,4655,5290,Major Facilitator Superfamily  putative
2029,Tb427_100086600,332,330,1472,1583,hypothetical protein  conserved
2030,Tb427_070043400,362,413,1167,1278,hypothetical protein  conserved
2031,Tb427_100009900,596,565,1922,2118,hypothetical protein  conserved
2032,Tb427_090056000,1514,1422,3500,3744,Microtubule binding/Kinesin motor domain containing protein  putative
2033,Tb427_000728900,283,331,633,718,hypothetical protein
2034,Tb427_010016600,2067,2142,5749,5867,hypothetical protein  conserved
2035,Tb427_030057900,2939,2906,8083,9184,SNF2 family N-terminal domain/Helicase conserved C-terminal domain containing protein  putative
2036,Tb427_110104000,705,731,2229,2411,hypothetical protein  conserved
2037,Tb427_110180300,118,126,312,290,unspecified product
2038,Tb427_090014700,841,812,2490,2607,SCO1/SenC  putative
2039,Tb427_060049800,2037,1932,7768,8361,hypothetical protein  conserved
2040,Tb427_100099800,1047,1039,3637,4223,hypothetical protein  conserved
2041,Tb427_110078200,1027,1077,3490,3471,hypothetical protein  conserved
2042,Tb427_040028800,1302,1422,4264,4427,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/DBP10CT (NUC160) domain containing protein  putative
2043,Tb427_000674800,129,132,115,130,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2044,Tb427_060054900,1810,1862,8160,8389,ATP synthase  Delta/Epsilon chain  beta-sandwich domain containing protein  putative
2045,Tb427_060034600,664,669,1472,1650,hypothetical protein  conserved
2046,Tb427_060009400,366,396,771,812,CAF1 family ribonuclease  putative
2047,Tb427_030060100,1473,1498,1100,1335,hypothetical protein  conserved
2048,Tb427_000197800,125,126,288,282,hypothetical protein  conserved
2049,Tb427_000657500,51,66,31,27,hypothetical protein  conserved
2050,Tb427_000701600,1538,1605,2510,2632,Retrotransposon hot spot protein  putative
2051,Tb427_000791200,144,143,151,153,hypothetical protein  conserved
2052,Tb427_060041800,1416,1412,3733,4400,N-terminal beta-sandwich domain of polyadenylation factor/mRNA cleavage and polyadenylation factor CLP1 P-loop  putative
2053,Tb427_040043400,1455,1607,5844,6268,GHMP kinases N terminal domain/GHMP kinases C terminal  putative
2054,Tb427_100149100,3383,3711,14314,14968,Major Facilitator Superfamily/Organic Anion Transporter Polypeptide (OATP) family  putative
2055,Tb427_070048500,898,1003,2695,3116,Pyridine nucleotide-disulphide oxidoreductase  putative
2056,Tb427_110103700,730,685,2097,2389,hypothetical protein  conserved
2057,Tb427_000754600,111,91,86,95,hypothetical protein  conserved
2058,Tb427_080069500,716,805,2579,2804,hypothetical protein  conserved
2059,Tb427_000695500,89,84,49,63,hypothetical protein  conserved
2060,Tb427_100006800,548,565,1470,1497,5'-3' exonuclease  N-terminal resolvase-like domain/5'-3' exonuclease  C-terminal SAM fold  putative
2061,Tb427_060051800,793,855,2525,2621,Amino acid permease/C-terminus of AA_permease  putative
2062,Tb427_110051200,649,702,1884,2142,hypothetical protein  conserved
2063,Tb427_010014200,477,556,1097,1178,Glutaredoxin  putative
2064,Tb427_090031700,3414,3475,13009,14847,Nucleosome assembly protein (NAP)  putative
2065,Tb427_100119800,597,634,1996,2155,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
2066,Tb427_060051100,4308,3828,11527,11765,tRNA synthetases class I (E and Q)  catalytic domain/tRNA synthetases class I (E and Q)  anti-codon binding domain containing protein  putative
2067,Tb427_030045600,852,846,2499,2615,hypothetical protein  conserved
2068,Tb427_000675000,29,17,18,15,Retrotransposon hot spot protein  putative
2069,Tb427_000635100,119,113,53,59,Retrotransposon hot spot protein  putative
2070,Tb427_070055400,2665,2847,8134,8927,Glutamine synthetase  beta-Grasp domain/Glutamine synthetase  catalytic domain containing protein  putative
2071,Tb427_060026000,1163,1147,4186,4969,GrpE  putative
2072,Tb427_080025600,1132,1259,4101,3883,tRNA synthetases class I (W and Y)  putative
2073,Tb427_060049200,873,934,2654,2622,Adenosylmethionine decarboxylase  putative
2074,Tb427_090069700,2439,2366,6605,6931,Putative death-receptor fusion protein (DUF2428)  putative
2075,Tb427_000832400,56,44,43,27,hypothetical protein  conserved
2076,Tb427_000692500,98,100,91,105,hypothetical protein  conserved
2077,Tb427_010011400,270,279,458,473,hypothetical protein  conserved
2078,Tb427_100098500,1440,1532,4893,5178,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain (HA2)/Oligonucleotide/oligosaccharide-binding (OB)-fold  putative
2079,Tb427_080077500,1896,1999,7378,8140,Squalene/phytoene synthase  putative
2080,Tb427_090059900,1266,1335,3911,4143,Centriolar protein SAS N-terminal  putative
2081,Tb427_000783800,365,391,455,484,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2082,Tb427_100024300,1470,1580,2239,2413,hypothetical protein  conserved
2083,Tb427_090057100,1144,1155,4055,4587,hypothetical protein  conserved
2084,Tb427_070043700,3928,3841,11052,11074,Microtubule binding/Kinesin motor domain containing protein  putative
2085,Tb427_110104400,1596,1654,5852,6260,WD domain  G-beta repeat  putative
2086,Tb427_060044600,1483,1520,2196,2343,hypothetical protein  conserved
2087,Tb427_030018600,830,844,2984,3241,hypothetical protein  conserved
2088,Tb427_100012100,312,318,867,1022,hypothetical protein  conserved
2089,Tb427_100097500,370,399,1189,1265,Mechanosensitive ion channel  putative
2090,Tb427_020023600,659,775,2112,2211,Vitamin K epoxide reductase family  putative
2091,Tb427_110007600,232,252,749,833,hypothetical protein  conserved
2092,Tb427_010005500,1052,1135,3433,3751,WD domain  G-beta repeat  putative
2093,Tb427_070048400,1027,1079,2670,2941,F-box domain containing protein  putative
2094,Tb427_080065300,1185,1087,3927,4063,NLE (NUC135) domain/WD domain  G-beta repeat  putative
2095,Tb427_010009500,999,1096,3173,3439,Hypothetical methyltransferase/Methyltransferase domain containing protein  putative
2096,Tb427_110041200,12070,11725,49846,55399,RS4NT (NUC023) domain/S4 domain/Ribosomal family S4e/KOW motif/40S ribosomal protein S4 C-terminus  putative
2097,Tb427_000818900,86,72,62,84,Retrotransposon hot spot protein  putative
2098,Tb427_030041700,812,781,2544,2802,hypothetical protein  conserved
2099,Tb427_070060600,1196,1249,3864,4142,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)/Conserved hypothetical protein 95/Met-10+ like-protein/Ribosomal protein L11 methyltransferase (PrmA)/Methyltransferase small domain/Lysine methyltransferase/Ribosomal RNA adenine dimethylase/Methyltransferase domain containing protein
2100,Tb427_020030600,822,816,2969,3159,hypothetical protein  conserved
2101,Tb427_100158300,173,197,167,165,hypothetical protein  conserved
2102,Tb427_040048600,2293,2231,8470,9325,hypothetical protein  conserved
2103,Tb427_060044800,782,743,1254,1379,hypothetical protein  conserved
2104,Tb427_070028800,184,137,179,199,Protein tyrosine kinase/Protein kinase domain containing protein  putative
2105,Tb427_080005600,1010,1138,2132,2365,Peptide methionine sulfoxide reductase  putative
2106,Tb427_080039800,281,326,745,768,hypothetical protein  conserved
2107,Tb427_080022200,2654,2512,6326,6362,Endomembrane protein 70  putative
2108,Tb427_090061400,1003,1100,2985,3124,Protein of unknown function (DUF2009)  putative
2109,Tb427_060055200,471,403,888,1037,Cyclin  N-terminal domain/Cyclin  putative
2110,Tb427_110106900,270,259,756,745,hypothetical protein  conserved
2111,Tb427_090060600,12,19,25,25,unspecified product
2112,Tb427_110135900,1181,1298,4317,5012,Calcineurin-like phosphoesterase  putative
2113,Tb427_070053800,670,729,2647,2882,Trm112p-like protein  putative
2114,Tb427_090075300,1510,1606,5693,6252,DnaJ domain/DnaJ C terminal domain/DnaJ central domain containing protein  putative
2115,Tb427_110080300,777,776,2446,2672,hypothetical protein  conserved
2116,Tb427_020011900,533,512,823,839,hypothetical protein  conserved
2117,Tb427_100020100,719,771,2113,2348,NUBPL iron-transfer P-loop NTPase/AAA domain/ATPase MipZ/CobQ/CobB/MinD/ParA nucleotide binding domain containing protein  putative
2118,Tb427_090043300,1302,1314,5278,5549,hypothetical protein  conserved
2119,Tb427_100075100,1735,1811,7008,7577,Mycolic acid cyclopropane synthetase/Methyltransferase domain/Sterol methyltransferase C-terminal  putative
2120,Tb427_000787100,64,68,58,73,Protein of unknown function (DUF1181)  putative
2121,Tb427_090033100,1018,1038,2861,3036,NLI interacting factor-like phosphatase  putative
2122,Tb427_100130500,2180,2172,6856,7892,T5orf172 domain/Type III restriction enzyme  res subunit/Helicase conserved C-terminal domain containing protein  putative
2123,Tb427_000803300,90,75,41,39,Retrotransposon hot spot protein  putative
2124,Tb427_100053500,3454,3296,6786,7311,Protein tyrosine kinase/Protein kinase domain containing protein  putative
2125,Tb427_000820000,171,156,142,137,Retrotransposon hot spot protein  putative
2126,Tb427_100127200,467,545,1131,1249,hypothetical protein  conserved
2127,Tb427_100117500,1533,1698,5440,6001,hypothetical protein  conserved
2128,Tb427_050013200,1174,1292,3644,3720,KRI1-like family/KRI1-like family C-terminal  putative
2129,Tb427_000641500,75,71,71,71,Protein of unknown function (DUF1181)  putative
2130,Tb427_100074100,1649,1844,6915,7459,Mycolic acid cyclopropane synthetase/Methyltransferase domain/Sterol methyltransferase C-terminal  putative
2131,Tb427_110043200,850,890,2914,2955,Oxidoreductase FAD-binding domain/Oxidoreductase NAD-binding domain containing protein  putative
2132,Tb427_000756000,181,191,240,259,hypothetical protein  conserved
2133,Tb427_100141300,923,1079,2133,2484,hypothetical protein  conserved
2134,Tb427_070006400,897,932,3440,3730,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD  putative
2135,Tb427_090067900,694,713,2011,2064,CRAL/TRIO  N-terminal domain/CRAL/TRIO domain containing protein  putative
2136,Tb427_060025400,2319,2044,10645,12093,Ribosomal protein S30  putative
2137,Tb427_110183900,1053,1013,4595,4794,hypothetical protein  conserved
2138,Tb427_000659300,173,202,227,275,hypothetical protein  conserved
2139,Tb427_000825000,288,278,375,428,hypothetical protein  conserved
2140,Tb427_000691400,35,37,37,32,hypothetical protein  conserved
2141,Tb427_070016900,1032,1107,2081,2440,hypothetical protein  conserved
2142,Tb427_060017600,2016,1595,4715,5068,hypothetical protein  conserved
2143,Tb427_110171300,868,948,2911,3560,Cytidine and deoxycytidylate deaminase zinc-binding region containing protein  putative
2144,Tb427_090012400,632,737,2690,3079,hypothetical protein  conserved
2145,Tb427_100018700,1488,1619,8202,8463,ATP synthase subunit C  putative
2146,Tb427_000711300,248,253,257,264,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2147,Tb427_110103800,327,385,1191,1259,hypothetical protein  conserved
2148,Tb427_030054800,919,932,2754,3033,Exonuclease  putative
2149,Tb427_060049700,822,881,2366,2383,Adenosylmethionine decarboxylase  putative
2150,Tb427_020020900,2004,2000,5147,5466,hypothetical protein  conserved
2151,Tb427_000647100,41,33,14,16,hypothetical protein
2152,Tb427_110163700,869,799,2266,2664,LicD family  putative
2153,Tb427_110113700,30,44,25,71,unspecified product
2154,Tb427_080040200,891,794,1669,1768,hypothetical protein  conserved
2155,Tb427_110077700,686,722,1476,1532,ATPase family associated with various cellular activities (AAA)  putative
2156,Tb427_080058400,998,1007,3229,3659,Polyketide cyclase / dehydrase and lipid transport  putative
2157,Tb427_100014700,9036,7942,41198,44264,Ribosomal protein S12/S23  putative
2158,Tb427_020024700,1046,1119,4269,4400,EMG1/NEP1 methyltransferase  putative
2159,Tb427_080076000,1237,1244,4377,4383,Biotin carboxylase  N-terminal domain/Carbamoyl-phosphate synthase L chain  ATP binding domain/ATP-grasp domain/D-ala D-ala ligase C-terminus/Biotin carboxylase C-terminal domain/Biotin-lipoyl like/Biotin-requiring enzyme  putative
2160,Tb427_110106800,857,881,2008,2224,WD domain  G-beta repeat  putative
2161,Tb427_080055100,197,155,320,346,hypothetical protein
2162,Tb427_040049400,400,485,1545,1753,hypothetical protein  conserved
2163,Tb427_100066400,1516,1556,4749,5158,XRN 5'-3' exonuclease N-terminus/Xrn1 helical domain containing protein  putative
2164,Tb427_070009700,881,795,2975,3203,hypothetical protein  conserved
2165,Tb427_090012500,640,689,2154,2350,hypothetical protein  conserved
2166,Tb427_060026900,233,260,598,680,hypothetical protein  conserved
2167,Tb427_080054600,1372,1343,4801,5229,hypothetical protein  conserved
2168,Tb427_000735200,100,108,81,105,hypothetical protein  conserved
2169,Tb427_000803500,58,65,70,77,Retrotransposon hot spot protein  putative
2170,Tb427_080084600,971,927,2189,2053,hypothetical protein  conserved
2171,Tb427_100008300,1067,1213,3577,3674,hypothetical protein  conserved
2172,Tb427_000109600,409,409,476,528,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2173,Tb427_090033000,1014,1120,2922,3148,NLI interacting factor-like phosphatase  putative
2174,Tb427_040038800,270,247,718,764,Transcription factor Pcc1  putative
2175,Tb427_100114600,268,274,662,758,hypothetical protein  conserved
2176,Tb427_000702800,466,461,330,336,hypothetical protein  conserved
2177,Tb427_000485800,131,119,100,91,Retrotransposon hot spot protein  putative
2178,Tb427_080039500,1222,1249,3211,3394,Dos2-interacting transcription regulator of RNA-Pol-II  putative
2179,Tb427_110182400,7046,5622,25862,27419,Ribosomal Proteins L2  RNA binding domain/Ribosomal Proteins L2  C-terminal domain containing protein  putative
2180,Tb427_100153800,591,401,1093,1169,DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative
2181,Tb427_090033200,1278,1429,3695,4153,NLI interacting factor-like phosphatase  putative
2182,Tb427_000764300,167,193,228,239,hypothetical protein  conserved
2183,Tb427_080071300,475,526,1210,1392,SpoU rRNA Methylase family  putative
2184,Tb427_000800200,24,30,15,16,hypothetical protein  conserved
2185,Tb427_110090400,1432,1505,4647,4838,hypothetical protein  conserved
2186,Tb427_050044700,1906,1842,6235,7098,Orotidine 5'-phosphate decarboxylase / HUMPS family/Phosphoribosyl transferase domain containing protein  putative
2187,Tb427_110049100,1250,1296,4176,4467,Histidine phosphatase superfamily (branch 1)  putative
2188,Tb427_000672900,19,22,12,3,hypothetical protein  conserved
2189,Tb427_010029700,1665,1659,5500,5796,ABC transporter  putative
2190,Tb427_110005400,318,336,827,927,hypothetical protein  conserved
2191,Tb427_070007100,602,623,898,937,hypothetical protein  conserved
2192,Tb427_110138300,420,472,1404,1466,hypothetical protein  conserved
2193,Tb427_060011600,281,229,301,318,Pumilio-family RNA binding repeat  putative
2194,Tb427_110056000,845,800,2190,2648,Aminotransferase class I and II  putative
2195,Tb427_040039700,1066,947,3327,3484,Iron/manganese superoxide dismutases  C-terminal domain containing protein  putative
2196,Tb427_090033900,1033,1078,2817,3100,NLI interacting factor-like phosphatase  putative
2197,Tb427_110015700,3802,3156,11907,10136,Calpain family cysteine protease  putative
2198,Tb427_080049400,1515,1523,4969,5592,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
2199,Tb427_000759100,113,136,252,238,hypothetical protein
2200,Tb427_000646000,52,53,24,23,hypothetical protein  conserved
2201,Tb427_090024400,430,406,663,567,hypothetical protein  conserved
2202,Tb427_090033600,1156,1252,3342,3739,NLI interacting factor-like phosphatase  putative
2203,Tb427_080020800,1000,978,3148,3325,Eukaryotic membrane protein family  putative
2204,Tb427_110112900,25,43,33,47,unspecified product
2205,Tb427_110073000,2115,2156,7178,8032,BOP1NT (NUC169) domain/WD domain  G-beta repeat  putative
2206,Tb427_030037400,2181,2387,8309,8223,hypothetical protein  conserved
2207,Tb427_070025400,73,46,44,45,hypothetical protein  conserved
2208,Tb427_000807700,669,717,878,912,Retrotransposon hot spot protein  putative
2209,Tb427_090033700,1169,1241,3371,3696,NLI interacting factor-like phosphatase  putative
2210,Tb427_080066300,4244,4682,19018,18098,Aminotransferase class I and II/Beta-eliminating lyase/Serine hydroxymethyltransferase  putative
2211,Tb427_000639800,476,510,611,630,Retrotransposon hot spot protein/Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2212,Tb427_100111000,618,619,1752,2023,hypothetical protein  conserved
2213,Tb427_110149500,447,532,1076,1146,hypothetical protein  conserved
2214,Tb427_010011500,787,851,1855,2072,hypothetical protein  conserved
2215,Tb427_000758400,151,146,235,236,Retrotransposon hot spot protein  putative
2216,Tb427_110091100,337,310,225,193,hypothetical protein  conserved
2217,Tb427_010013400,1862,1831,6021,6404,hypothetical protein  conserved
2218,Tb427_110041300,10834,10677,43853,49378,RS4NT (NUC023) domain/S4 domain/Ribosomal family S4e/KOW motif/40S ribosomal protein S4 C-terminus  putative
2219,Tb427_020012400,976,942,2602,2833,UAA transporter family  putative
2220,Tb427_030019100,1529,1677,5355,5955,TPM domain containing protein  putative
2221,Tb427_000754500,87,85,59,72,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
2222,Tb427_000826100,79,81,59,53,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
2223,Tb427_020012600,1574,1467,4959,4991,Nop14-like family  putative
2224,Tb427_000779000,35,26,18,28,hypothetical protein  conserved
2225,Tb427_060019000,795,887,2108,2390,Ribosomal RNA adenine dimethylase/Methyltransferase domain containing protein  putative
2226,Tb427_050031600,1043,1142,2837,3168,Tetratricopeptide repeat  putative
2227,Tb427_000110100,299,288,299,309,Endonuclease-reverse transcriptase/Reverse transcriptase (RNA-dependent DNA polymerase)/RNase H  putative
2228,Tb427_110025700,674,732,2147,2314,hypothetical protein  conserved
2229,Tb427_080036400,505,598,1198,1321,hypothetical protein  conserved
2230,Tb427_110172200,3529,3394,11772,12698,Importin repeat  putative
2231,Tb427_030032200,1119,1260,3614,4233,Poly(A) polymerase central domain containing protein  putative
2232,Tb427_100122300,216,181,355,324,hypothetical protein  conserved
2233,Tb427_110008100,443,460,1444,1608,hypothetical protein  conserved
2234,Tb427_000703300,475,402,302,290,hypothetical protein  conserved
2235,Tb427_090059600,369,367,677,795,hypothetical protein  conserved
2236,Tb427_020022200,523,627,1849,2134,hypothetical protein  conserved
2237,Tb427_070010000,828,828,2190,2401,Cupin-like domain containing protein  putative
